scenario;vitesse_cible_kmh;vitesse_cible_mph;troncon;km_debut;km_fin;mille_debut;mille_fin;longueur_km;longueur_mille;degre_courbure_actuel_max_deg;R_actuel_min_m;degre_courbure_cible_max_deg;rayon_cible_m;gare_amont;gare_aval
S3;250;155.3;MTL-QC;29.17;29.37;18.13;18.25;0.2;0.12;0.97;1808;0.93;1887;Saint-Lambert;Saint-Hyacinthe
S3;250;155.3;MTL-QC;29.81;31.22;18.52;19.4;1.4;0.87;3.5;499;0.93;1887;Saint-Lambert;Saint-Hyacinthe
S3;250;155.3;MTL-QC;32.46;34.62;20.17;21.51;2.14;1.33;1.94;901;0.93;1887;Saint-Lambert;Saint-Hyacinthe
S3;250;155.3;MTL-QC;54.35;56.74;33.77;35.26;2.39;1.49;1.75;1000;0.93;1887;Saint-Hyacinthe;Drummondville
S3;250;155.3;MTL-QC;58.44;62.6;36.31;38.9;4.14;2.57;1.47;1189;0.93;1887;Saint-Hyacinthe;Drummondville
S3;250;155.3;MTL-QC;63.84;64.15;39.67;39.86;0.31;0.19;0.93;1877;0.93;1887;Saint-Hyacinthe;Drummondville
S3;250;155.3;MTL-QC;66.15;66.46;41.1;41.3;0.31;0.19;0.99;1769;0.93;1887;Saint-Hyacinthe;Drummondville
S3;250;155.3;MTL-QC;66.89;69.44;41.56;43.15;2.54;1.58;1.54;1135;0.93;1887;Saint-Hyacinthe;Drummondville
S3;250;155.3;MTL-QC;93.75;94.38;58.25;58.65;0.63;0.39;0.98;1786;0.93;1887;Saint-Hyacinthe;Drummondville
S3;250;155.3;MTL-QC;96.08;96.3;59.7;59.84;0.22;0.14;0.97;1802;0.93;1887;Saint-Hyacinthe;Drummondville
S3;250;155.3;MTL-QC;99.75;101.25;61.98;62.91;1.48;0.92;1.51;1157;0.93;1887;Saint-Hyacinthe;Charny
S3;250;155.3;MTL-QC;101.75;103.56;63.22;64.35;1.75;1.09;2.19;799;0.93;1887;Drummondville;Charny
S3;250;155.3;MTL-QC;108.15;126.23;67.2;78.44;17.97;11.17;2.06;848;0.93;1887;Drummondville;Charny
S3;250;155.3;MTL-QC;129.02;130.42;80.17;81.04;1.39;0.86;1.2;1459;0.93;1887;Drummondville;Charny
S3;250;155.3;MTL-QC;149.93;161.52;93.16;100.36;11.54;7.17;3.38;516;0.93;1887;Drummondville;Charny
S3;250;155.3;MTL-QC;169.25;193.5;105.17;120.24;24.19;15.03;2.72;641;0.93;1887;Drummondville;Charny
S3;250;155.3;MTL-QC;201.13;201.34;124.98;125.11;0.21;0.13;0.98;1789;0.93;1887;Drummondville;Charny
S3;250;155.3;MTL-QC;201.75;211.68;125.36;131.53;9.92;6.16;1.84;951;0.93;1887;Drummondville;Charny
S3;250;155.3;MTL-QC;214.76;225.33;133.45;140.01;10.56;6.56;1.19;1468;0.93;1887;Drummondville;Charny
S3;250;155.3;MTL-QC;242.96;246.84;150.97;153.38;3.82;2.37;3.88;450;0.93;1887;Drummondville;Sainte-Foy
S3;250;155.3;MTL-QC;249.18;251.47;154.83;156.26;2.28;1.42;4.55;384;0.93;1887;Charny;Sainte-Foy
S3;250;155.3;MTL-QC;253.31;258.35;157.4;160.53;4.94;3.07;5.6;312;0.93;1887;Sainte-Foy;Québec
S3;250;155.3;MTL-QC;259.29;262.76;161.12;163.27;3.4;2.11;4.16;420;0.93;1887;Sainte-Foy;Québec
S3;250;155.3;MTL-QC;266.72;271.1;165.73;168.45;4.34;2.7;4.56;383;0.93;1887;Sainte-Foy;Québec
S3;250;155.3;MTL-Ott;0.0;5.68;0.0;3.53;5.61;3.49;4.63;377;0.93;1887;Montréal;Dorval
S3;250;155.3;MTL-Ott;9.92;10.67;6.16;6.63;0.74;0.46;1.06;1655;0.93;1887;Montréal;Dorval
S3;250;155.3;MTL-Ott;14.45;14.95;8.98;9.29;0.5;0.31;1.73;1012;0.93;1887;Montréal;Dorval
S3;250;155.3;MTL-Ott;15.36;16.57;9.54;10.3;1.21;0.75;1.0;1743;0.93;1887;Montréal;Dorval
S3;250;155.3;MTL-Ott;17.76;17.8;11.04;11.06;0.04;0.02;1.08;1611;0.93;1887;Montréal;Dorval
S3;250;155.3;MTL-Ott;34.8;36.29;21.62;22.55;1.46;0.91;3.42;511;0.93;1887;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;250;155.3;MTL-Ott;40.86;41.19;25.39;25.59;0.33;0.21;0.95;1842;0.93;1887;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;250;155.3;MTL-Ott;43.58;43.62;27.08;27.1;0.04;0.02;1.31;1334;0.93;1887;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;250;155.3;MTL-Ott;59.03;59.07;36.68;36.7;0.04;0.02;0.95;1840;0.93;1887;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;250;155.3;MTL-Ott;61.78;63.79;38.39;39.64;2.0;1.24;3.28;532;0.93;1887;Aéroport Montréal Pierre-Elliott Trudeau;Alexandria
S3;250;155.3;MTL-Ott;79.55;82.04;49.43;50.98;2.47;1.53;1.32;1323;0.93;1887;Coteau;Alexandria
S3;250;155.3;MTL-Ott;82.75;85.57;51.42;53.17;2.78;1.73;3.09;566;0.93;1887;Coteau;Alexandria
S3;250;155.3;MTL-Ott;87.16;98.63;54.16;61.29;11.46;7.12;1.76;994;0.93;1887;Coteau;Alexandria
S3;250;155.3;MTL-Ott;99.84;106.15;62.04;65.96;6.26;3.89;2.96;590;0.93;1887;Alexandria;Casselman
S3;250;155.3;MTL-Ott;108.07;111.76;67.15;69.44;3.64;2.26;3.2;545;0.93;1887;Alexandria;Casselman
S3;250;155.3;MTL-Ott;112.96;115.69;70.19;71.89;2.72;1.69;1.84;949;0.93;1887;Alexandria;Casselman
S3;250;155.3;MTL-Ott;117.27;127.33;72.87;79.12;10.02;6.23;1.88;929;0.93;1887;Alexandria;Casselman
S3;250;155.3;MTL-Ott;139.16;140.83;86.47;87.51;1.65;1.03;1.64;1062;0.93;1887;Casselman;Ottawa
S3;250;155.3;MTL-Ott;178.85;183.22;111.13;113.85;4.33;2.69;2.5;700;0.93;1887;Casselman;Ottawa
S3;250;155.3;MTL-Ott;183.83;185.56;114.23;115.3;1.72;1.07;1.07;1632;0.93;1887;Casselman;Ottawa
S3;250;155.3;Ott-TO;0.0;1.15;0.0;0.71;1.14;0.71;4.37;400;0.93;1887;Ottawa;Smiths Falls
S3;250;155.3;Ott-TO;1.87;3.0;1.16;1.86;1.12;0.7;2.21;792;0.93;1887;Ottawa;Smiths Falls
S3;250;155.3;Ott-TO;3.05;3.5;1.9;2.17;0.45;0.28;0.93;1871;0.93;1887;Ottawa;Smiths Falls
S3;250;155.3;Ott-TO;4.33;6.93;2.69;4.31;2.57;1.6;1.39;1258;0.93;1887;Ottawa;Smiths Falls
S3;250;155.3;Ott-TO;8.25;10.03;5.13;6.23;1.74;1.08;2.66;657;0.93;1887;Ottawa;Smiths Falls
S3;250;155.3;Ott-TO;15.92;19.42;9.89;12.07;3.49;2.17;1.34;1304;0.93;1887;Ottawa;Smiths Falls
S3;250;155.3;Ott-TO;20.98;23.39;13.04;14.53;2.39;1.49;1.49;1175;0.93;1887;Ottawa;Smiths Falls
S3;250;155.3;Ott-TO;61.85;62.99;38.43;39.14;1.13;0.7;1.01;1734;0.93;1887;Ottawa;Smiths Falls
S3;250;155.3;Ott-TO;63.96;69.39;39.74;43.12;5.34;3.32;4.61;379;0.93;1887;Ottawa;Brockville
S3;250;155.3;Ott-TO;90.22;95.06;56.06;59.07;4.82;3.0;1.77;985;0.93;1887;Smiths Falls;Brockville
S3;250;155.3;Ott-TO;108.85;110.92;67.64;68.92;2.02;1.26;4.43;394;0.93;1887;Smiths Falls;Brockville
S3;250;155.3;Ott-TO;114.1;114.29;70.9;71.02;0.19;0.12;2.17;806;0.93;1887;Brockville;Gananoque
S3;250;155.3;Ott-TO;117.74;118.03;73.16;73.34;0.29;0.18;0.93;1886;0.93;1887;Brockville;Gananoque
S3;250;155.3;Ott-TO;119.77;120.62;74.42;74.95;0.83;0.52;2.4;727;0.93;1887;Brockville;Gananoque
S3;250;155.3;Ott-TO;133.08;137.2;82.69;85.25;4.09;2.54;3.18;550;0.93;1887;Brockville;Gananoque
S3;250;155.3;Ott-TO;137.51;137.83;85.44;85.64;0.32;0.2;1.51;1153;0.93;1887;Brockville;Gananoque
S3;250;155.3;Ott-TO;151.1;157.67;93.89;97.97;6.55;4.07;1.45;1205;0.93;1887;Brockville;Kingston
S3;250;155.3;Ott-TO;157.99;158.9;98.17;98.74;0.89;0.55;1.02;1718;0.93;1887;Gananoque;Kingston
S3;250;155.3;Ott-TO;160.24;160.48;99.57;99.72;0.24;0.15;1.33;1315;0.93;1887;Gananoque;Kingston
S3;250;155.3;Ott-TO;175.4;175.68;108.99;109.16;0.28;0.17;0.93;1884;0.93;1887;Gananoque;Kingston
S3;250;155.3;Ott-TO;176.12;187.68;109.44;116.62;11.44;7.11;4.54;385;0.93;1887;Gananoque;Kingston
S3;250;155.3;Ott-TO;188.14;190.29;116.9;118.24;2.14;1.33;1.77;987;0.93;1887;Gananoque;Kingston
S3;250;155.3;Ott-TO;192.54;205.42;119.64;127.64;12.67;7.87;2.5;700;0.93;1887;Kingston;Napanee
S3;250;155.3;Ott-TO;212.01;215.71;131.74;134.04;3.69;2.29;1.05;1661;0.93;1887;Kingston;Napanee
S3;250;155.3;Ott-TO;220.82;222.55;137.21;138.29;1.71;1.06;1.03;1692;0.93;1887;Kingston;Napanee
S3;250;155.3;Ott-TO;222.91;224.21;138.51;139.32;1.29;0.8;1.1;1586;0.93;1887;Kingston;Napanee
S3;250;155.3;Ott-TO;226.2;228.65;140.55;142.08;2.41;1.5;3.06;570;0.93;1887;Kingston;Belleville
S3;250;155.3;Ott-TO;239.02;241.68;148.52;150.17;2.64;1.64;1.02;1707;0.93;1887;Napanee;Belleville
S3;250;155.3;Ott-TO;249.32;249.36;154.92;154.95;0.04;0.02;0.93;1875;0.93;1887;Napanee;Belleville
S3;250;155.3;Ott-TO;252.75;255.1;157.05;158.51;2.34;1.45;1.06;1647;0.93;1887;Napanee;Belleville
S3;250;155.3;Ott-TO;280.0;280.26;173.98;174.15;0.26;0.16;0.95;1846;0.93;1887;Belleville;Trenton Junction
S3;250;155.3;Ott-TO;304.75;304.81;189.36;189.4;0.06;0.04;0.93;1877;0.93;1887;Trenton Junction;Cobourg
S3;250;155.3;Ott-TO;330.51;333.53;205.37;207.25;3.0;1.86;1.02;1711;0.93;1887;Trenton Junction;Cobourg
S3;250;155.3;Ott-TO;334.06;336.65;207.58;209.18;2.57;1.6;2.63;663;0.93;1887;Cobourg;Port Hope
S3;250;155.3;Ott-TO;341.85;345.34;212.42;214.58;3.46;2.15;4.3;406;0.93;1887;Cobourg;Oshawa
S3;250;155.3;Ott-TO;365.25;366.29;226.96;227.6;1.03;0.64;1.01;1736;0.93;1887;Port Hope;Oshawa
S3;250;155.3;Ott-TO;372.99;373.23;231.77;231.91;0.24;0.15;1.17;1489;0.93;1887;Port Hope;Oshawa
S3;250;155.3;Ott-TO;373.44;374.22;232.04;232.53;0.78;0.48;1.0;1753;0.93;1887;Port Hope;Oshawa
S3;250;155.3;Ott-TO;375.75;377.82;233.48;234.77;2.04;1.27;1.49;1171;0.93;1887;Port Hope;Oshawa
S3;250;155.3;Ott-TO;380.23;380.73;236.26;236.57;0.5;0.31;1.0;1746;0.93;1887;Port Hope;Oshawa
S3;250;155.3;Ott-TO;382.99;383.3;237.98;238.17;0.31;0.19;0.99;1764;0.93;1887;Port Hope;Oshawa
S3;250;155.3;Ott-TO;384.94;385.24;239.19;239.38;0.3;0.19;0.99;1764;0.93;1887;Port Hope;Oshawa
S3;250;155.3;Ott-TO;385.67;388.06;239.64;241.13;2.35;1.46;1.7;1028;0.93;1887;Port Hope;Oshawa
S3;250;155.3;Ott-TO;388.43;389.63;241.36;242.1;1.18;0.73;1.0;1740;0.93;1887;Port Hope;Oshawa
S3;250;155.3;Ott-TO;395.25;397.59;245.6;247.05;2.33;1.45;1.0;1738;0.93;1887;Oshawa;Guildwood
S3;250;155.3;Ott-TO;399.05;401.52;247.96;249.49;2.45;1.52;1.01;1734;0.93;1887;Oshawa;Guildwood
S3;250;155.3;Ott-TO;413.09;415.31;256.68;258.06;2.18;1.35;1.02;1711;0.93;1887;Oshawa;Guildwood
S3;250;155.3;Ott-TO;416.79;417.04;258.98;259.14;0.25;0.16;0.99;1771;0.93;1887;Oshawa;Guildwood
S3;250;155.3;Ott-TO;420.23;421.8;261.12;262.09;1.56;0.97;1.2;1457;0.93;1887;Oshawa;Guildwood
S3;250;155.3;Ott-TO;426.08;428.11;264.75;266.02;1.99;1.24;3.08;567;0.93;1887;Guildwood;Toronto
S3;250;155.3;Ott-TO;430.22;430.85;267.33;267.72;0.63;0.39;1.0;1754;0.93;1887;Guildwood;Toronto
S3;250;155.3;Ott-TO;434.57;435.48;270.03;270.59;0.91;0.57;1.0;1747;0.93;1887;Guildwood;Toronto
S3;250;155.3;Ott-TO;440.86;443.65;273.94;275.67;2.75;1.71;2.68;651;0.93;1887;Guildwood;Toronto
S3;250;155.3;Ott-TO;444.76;444.8;276.36;276.39;0.04;0.02;1.02;1707;0.93;1887;Guildwood;Toronto
S3;250;155.3;Ott-TO;445.04;445.92;276.54;277.08;0.87;0.54;1.35;1292;0.93;1887;Guildwood;Toronto
S3;250;155.3;MTL-TO;0.0;5.68;0.0;3.53;5.61;3.49;4.63;377;0.93;1887;Montréal;Dorval
S3;250;155.3;MTL-TO;9.92;10.67;6.16;6.63;0.74;0.46;1.06;1655;0.93;1887;Montréal;Dorval
S3;250;155.3;MTL-TO;14.45;14.95;8.98;9.29;0.5;0.31;1.72;1013;0.93;1887;Montréal;Dorval
S3;250;155.3;MTL-TO;15.36;16.57;9.54;10.3;1.21;0.75;1.05;1661;0.93;1887;Montréal;Dorval
S3;250;155.3;MTL-TO;17.76;17.8;11.04;11.06;0.04;0.02;1.08;1616;0.93;1887;Montréal;Dorval
S3;250;155.3;MTL-TO;34.79;36.28;21.62;22.54;1.46;0.91;3.11;562;0.93;1887;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;250;155.3;MTL-TO;40.86;41.18;25.39;25.59;0.32;0.2;0.95;1842;0.93;1887;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;250;155.3;MTL-TO;43.31;43.58;26.91;27.08;0.27;0.17;0.96;1819;0.93;1887;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;250;155.3;MTL-TO;59.01;59.05;36.67;36.69;0.04;0.02;0.96;1820;0.93;1887;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;250;155.3;MTL-TO;102.47;103.67;63.67;64.42;1.17;0.73;1.53;1143;0.93;1887;Coteau;Brockville
S3;250;155.3;MTL-TO;103.93;104.5;64.58;64.93;0.57;0.35;0.99;1772;0.93;1887;Coteau;Brockville
S3;250;155.3;MTL-TO;107.59;107.96;66.85;67.08;0.37;0.23;1.0;1752;0.93;1887;Coteau;Brockville
S3;250;155.3;MTL-TO;123.56;123.9;76.78;76.99;0.34;0.21;1.0;1753;0.93;1887;Coteau;Brockville
S3;250;155.3;MTL-TO;181.56;181.94;112.82;113.05;0.38;0.24;0.96;1812;0.93;1887;Coteau;Brockville
S3;250;155.3;MTL-TO;183.04;183.97;113.74;114.31;0.91;0.57;1.02;1718;0.93;1887;Coteau;Brockville
S3;250;155.3;MTL-TO;201.62;204.36;125.28;126.98;2.72;1.69;1.46;1198;0.93;1887;Coteau;Brockville
S3;250;155.3;MTL-TO;208.26;208.45;129.41;129.52;0.19;0.12;1.97;885;0.93;1887;Brockville;Gananoque
S3;250;155.3;MTL-TO;211.9;212.19;131.67;131.85;0.29;0.18;0.93;1887;0.93;1887;Brockville;Gananoque
S3;250;155.3;MTL-TO;213.93;214.78;132.93;133.46;0.83;0.52;2.22;785;0.93;1887;Brockville;Gananoque
S3;250;155.3;MTL-TO;227.24;231.36;141.2;143.76;4.09;2.54;3.37;518;0.93;1887;Brockville;Gananoque
S3;250;155.3;MTL-TO;231.67;232.0;143.95;144.16;0.32;0.2;2.36;739;0.93;1887;Brockville;Gananoque
S3;250;155.3;MTL-TO;232.95;233.54;144.75;145.12;0.59;0.37;0.94;1850;0.93;1887;Brockville;Gananoque
S3;250;155.3;MTL-TO;245.26;251.85;152.4;156.49;6.56;4.08;2.11;829;0.93;1887;Brockville;Kingston
S3;250;155.3;MTL-TO;252.16;253.07;156.68;157.25;0.89;0.55;1.02;1718;0.93;1887;Gananoque;Kingston
S3;250;155.3;MTL-TO;254.4;254.65;158.08;158.23;0.25;0.16;1.06;1643;0.93;1887;Gananoque;Kingston
S3;250;155.3;MTL-TO;265.17;265.2;164.77;164.79;0.03;0.02;1.4;1249;0.93;1887;Gananoque;Kingston
S3;250;155.3;MTL-TO;269.56;269.84;167.5;167.67;0.28;0.17;0.93;1886;0.93;1887;Gananoque;Kingston
S3;250;155.3;MTL-TO;270.28;281.83;167.94;175.12;11.41;7.09;4.57;382;0.93;1887;Gananoque;Kingston
S3;250;155.3;MTL-TO;282.3;284.45;175.41;176.75;2.14;1.33;1.77;987;0.93;1887;Gananoque;Kingston
S3;250;155.3;MTL-TO;286.69;288.59;178.14;179.32;1.86;1.16;2.35;742;0.93;1887;Kingston;Napanee
S3;250;155.3;MTL-TO;289.22;299.58;179.71;186.15;10.2;6.34;2.3;760;0.93;1887;Kingston;Napanee
S3;250;155.3;MTL-TO;306.17;309.86;190.25;192.54;3.68;2.29;1.05;1661;0.93;1887;Kingston;Napanee
S3;250;155.3;MTL-TO;314.97;318.35;195.71;197.81;3.34;2.08;1.1;1586;0.93;1887;Kingston;Napanee
S3;250;155.3;MTL-TO;320.35;322.79;199.06;200.57;2.41;1.5;2.01;867;0.93;1887;Kingston;Napanee
S3;250;155.3;MTL-TO;333.17;335.82;207.02;208.67;2.63;1.63;1.02;1706;0.93;1887;Napanee;Belleville
S3;250;155.3;MTL-TO;346.89;349.24;215.55;217.01;2.34;1.45;1.06;1648;0.93;1887;Napanee;Belleville
S3;250;155.3;MTL-TO;374.18;374.45;232.5;232.67;0.27;0.17;0.95;1845;0.93;1887;Belleville;Trenton Junction
S3;250;155.3;MTL-TO;424.68;427.7;263.88;265.76;3.0;1.86;1.02;1711;0.93;1887;Trenton Junction;Cobourg
S3;250;155.3;MTL-TO;428.23;430.82;266.09;267.7;2.57;1.6;2.64;661;0.93;1887;Cobourg;Port Hope
S3;250;155.3;MTL-TO;436.02;439.51;270.93;273.1;3.46;2.15;4.29;407;0.93;1887;Cobourg;Oshawa
S3;250;155.3;MTL-TO;459.42;460.46;285.47;286.12;1.03;0.64;1.01;1736;0.93;1887;Port Hope;Oshawa
S3;250;155.3;MTL-TO;467.16;467.4;290.28;290.43;0.24;0.15;1.18;1480;0.93;1887;Port Hope;Oshawa
S3;250;155.3;MTL-TO;467.61;468.39;290.56;291.04;0.78;0.48;1.0;1753;0.93;1887;Port Hope;Oshawa
S3;250;155.3;MTL-TO;469.92;471.99;291.99;293.28;2.04;1.27;1.49;1171;0.93;1887;Port Hope;Oshawa
S3;250;155.3;MTL-TO;474.4;474.9;294.78;295.09;0.5;0.31;1.0;1746;0.93;1887;Port Hope;Oshawa
S3;250;155.3;MTL-TO;477.16;477.47;296.49;296.69;0.31;0.19;0.99;1764;0.93;1887;Port Hope;Oshawa
S3;250;155.3;MTL-TO;479.11;479.41;297.71;297.89;0.3;0.19;0.99;1764;0.93;1887;Port Hope;Oshawa
S3;250;155.3;MTL-TO;479.84;482.23;298.16;299.64;2.35;1.46;1.69;1035;0.93;1887;Port Hope;Oshawa
S3;250;155.3;MTL-TO;482.6;483.8;299.87;300.62;1.18;0.73;1.0;1740;0.93;1887;Port Hope;Oshawa
S3;250;155.3;MTL-TO;491.01;491.76;305.1;305.57;0.73;0.45;1.0;1738;0.93;1887;Oshawa;Guildwood
S3;250;155.3;MTL-TO;494.74;495.68;307.42;308.0;0.92;0.57;1.01;1733;0.93;1887;Oshawa;Guildwood
S3;250;155.3;MTL-TO;507.06;509.48;315.07;316.58;2.39;1.49;1.02;1711;0.93;1887;Oshawa;Guildwood
S3;250;155.3;MTL-TO;510.96;511.2;317.5;317.64;0.24;0.15;0.98;1773;0.93;1887;Oshawa;Guildwood
S3;250;155.3;MTL-TO;514.4;515.99;319.63;320.62;1.58;0.98;1.09;1596;0.93;1887;Oshawa;Guildwood
S3;250;155.3;MTL-TO;520.24;522.27;323.26;324.52;1.99;1.24;2.56;681;0.93;1887;Guildwood;Toronto
S3;250;155.3;MTL-TO;524.38;525.01;325.83;326.23;0.63;0.39;1.0;1753;0.93;1887;Guildwood;Toronto
S3;250;155.3;MTL-TO;528.73;529.64;328.54;329.1;0.91;0.57;1.0;1747;0.93;1887;Guildwood;Toronto
S3;250;155.3;MTL-TO;535.02;537.81;332.45;334.18;2.75;1.71;2.32;753;0.93;1887;Guildwood;Toronto
S3;250;155.3;MTL-TO;539.2;540.08;335.04;335.59;0.87;0.54;1.24;1406;0.93;1887;Guildwood;Toronto
S3;300;186.4;MTL-QC;0.0;2.91;0.0;1.81;2.89;1.8;5.41;323;0.64;2717;Montréal;Saint-Lambert
S3;300;186.4;MTL-QC;6.03;6.08;3.75;3.78;0.05;0.03;0.71;2469;0.64;2717;Montréal;Saint-Lambert
S3;300;186.4;MTL-QC;12.17;12.21;7.56;7.59;0.04;0.02;0.91;1909;0.64;2717;Saint-Lambert;Saint-Hyacinthe
S3;300;186.4;MTL-QC;15.8;15.84;9.82;9.84;0.04;0.02;0.75;2320;0.64;2717;Saint-Lambert;Saint-Hyacinthe
S3;300;186.4;MTL-QC;16.77;20.18;10.42;12.54;3.39;2.11;0.87;2011;0.64;2717;Saint-Lambert;Saint-Hyacinthe
S3;300;186.4;MTL-QC;28.97;31.22;18.0;19.4;2.21;1.37;3.5;499;0.64;2717;Saint-Lambert;Saint-Hyacinthe
S3;300;186.4;MTL-QC;32.46;34.62;20.17;21.51;2.14;1.33;1.94;901;0.64;2717;Saint-Lambert;Saint-Hyacinthe
S3;300;186.4;MTL-QC;53.34;53.37;33.14;33.16;0.03;0.02;0.72;2410;0.64;2717;Saint-Lambert;Saint-Hyacinthe
S3;300;186.4;MTL-QC;54.35;57.08;33.77;35.47;2.71;1.68;1.75;1000;0.64;2717;Saint-Hyacinthe;Drummondville
S3;300;186.4;MTL-QC;58.44;62.6;36.31;38.9;4.14;2.57;1.47;1189;0.64;2717;Saint-Hyacinthe;Drummondville
S3;300;186.4;MTL-QC;63.84;64.57;39.67;40.12;0.72;0.45;0.93;1877;0.64;2717;Saint-Hyacinthe;Drummondville
S3;300;186.4;MTL-QC;65.93;69.44;40.97;43.15;3.47;2.16;1.54;1135;0.64;2717;Saint-Hyacinthe;Drummondville
S3;300;186.4;MTL-QC;80.87;90.52;50.25;56.25;9.64;5.99;0.78;2235;0.64;2717;Saint-Hyacinthe;Drummondville
S3;300;186.4;MTL-QC;93.55;94.38;58.13;58.65;0.82;0.51;0.98;1786;0.64;2717;Saint-Hyacinthe;Drummondville
S3;300;186.4;MTL-QC;95.87;96.74;59.57;60.11;0.85;0.53;0.97;1802;0.64;2717;Saint-Hyacinthe;Drummondville
S3;300;186.4;MTL-QC;99.75;103.56;61.98;64.35;3.7;2.3;2.19;799;0.64;2717;Saint-Hyacinthe;Charny
S3;300;186.4;MTL-QC;108.15;130.42;67.2;81.04;22.12;13.74;2.06;848;0.64;2717;Drummondville;Charny
S3;300;186.4;MTL-QC;131.88;132.41;81.95;82.28;0.53;0.33;0.78;2226;0.64;2717;Drummondville;Charny
S3;300;186.4;MTL-QC;140.1;140.13;87.05;87.07;0.03;0.02;0.88;1974;0.64;2717;Drummondville;Charny
S3;300;186.4;MTL-QC;149.93;161.52;93.16;100.36;11.54;7.17;3.38;516;0.64;2717;Drummondville;Charny
S3;300;186.4;MTL-QC;169.25;225.33;105.17;140.01;55.92;34.75;2.72;641;0.64;2717;Drummondville;Charny
S3;300;186.4;MTL-QC;230.01;232.25;142.92;144.31;2.23;1.39;0.71;2476;0.64;2717;Drummondville;Charny
S3;300;186.4;MTL-QC;242.36;247.53;150.6;153.81;5.08;3.16;3.88;450;0.64;2717;Drummondville;Sainte-Foy
S3;300;186.4;MTL-QC;249.18;251.47;154.83;156.26;2.28;1.42;4.55;384;0.64;2717;Charny;Sainte-Foy
S3;300;186.4;MTL-QC;253.31;258.35;157.4;160.53;4.94;3.07;5.6;312;0.64;2717;Sainte-Foy;Québec
S3;300;186.4;MTL-QC;258.87;262.76;160.85;163.27;3.81;2.37;4.16;420;0.64;2717;Sainte-Foy;Québec
S3;300;186.4;MTL-QC;263.56;263.6;163.77;163.79;0.04;0.02;0.81;2149;0.64;2717;Sainte-Foy;Québec
S3;300;186.4;MTL-QC;266.72;271.1;165.73;168.45;4.34;2.7;4.56;383;0.64;2717;Sainte-Foy;Québec
S3;300;186.4;MTL-Ott;0.0;5.68;0.0;3.53;5.61;3.49;4.63;377;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-Ott;9.62;11.14;5.98;6.92;1.49;0.93;1.06;1655;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-Ott;11.73;13.46;7.29;8.36;1.72;1.07;0.78;2236;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-Ott;14.45;14.97;8.98;9.3;0.51;0.32;1.73;1012;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-Ott;15.36;16.66;9.54;10.35;1.29;0.8;1.0;1743;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-Ott;17.76;17.8;11.04;11.06;0.04;0.02;1.08;1611;0.64;2717;Montréal;Dorval
S3;300;186.4;MTL-Ott;34.8;36.29;21.62;22.55;1.46;0.91;3.42;511;0.64;2717;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;300;186.4;MTL-Ott;40.59;41.67;25.22;25.89;1.06;0.66;0.95;1842;0.64;2717;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;300;186.4;MTL-Ott;43.33;43.62;26.92;27.1;0.28;0.17;1.31;1334;0.64;2717;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;300;186.4;MTL-Ott;59.03;59.81;36.68;37.16;0.76;0.47;0.95;1840;0.64;2717;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;300;186.4;MTL-Ott;61.73;75.7;38.36;47.04;13.93;8.66;3.28;532;0.64;2717;Aéroport Montréal Pierre-Elliott Trudeau;Alexandria
S3;300;186.4;MTL-Ott;79.55;85.57;49.43;53.17;5.94;3.69;3.09;566;0.64;2717;Coteau;Alexandria
S3;300;186.4;MTL-Ott;87.16;98.63;54.16;61.29;11.46;7.12;1.76;994;0.64;2717;Coteau;Alexandria
S3;300;186.4;MTL-Ott;99.84;106.15;62.04;65.96;6.26;3.89;2.96;590;0.64;2717;Alexandria;Casselman
S3;300;186.4;MTL-Ott;108.07;111.76;67.15;69.44;3.64;2.26;3.2;545;0.64;2717;Alexandria;Casselman
S3;300;186.4;MTL-Ott;112.96;116.99;70.19;72.69;4.0;2.49;1.84;949;0.64;2717;Alexandria;Casselman
S3;300;186.4;MTL-Ott;117.27;127.33;72.87;79.12;10.02;6.23;1.88;929;0.64;2717;Alexandria;Casselman
S3;300;186.4;MTL-Ott;139.1;143.56;86.43;89.2;4.41;2.74;1.64;1062;0.64;2717;Alexandria;Ottawa
S3;300;186.4;MTL-Ott;178.85;183.22;111.13;113.85;4.33;2.69;2.5;700;0.64;2717;Casselman;Ottawa
S3;300;186.4;MTL-Ott;183.83;185.56;114.23;115.3;1.72;1.07;1.07;1632;0.64;2717;Casselman;Ottawa
