scenario;vitesse_cible_kmh;vitesse_cible_mph;troncon;km_debut;km_fin;mille_debut;mille_fin;longueur_km;longueur_mille;degre_courbure_actuel_max_deg;R_actuel_min_m;degre_courbure_cible_max_deg;rayon_cible_m;gare_amont;gare_aval
S2;300;186.4;Ott-TO;399.05;409.58;247.96;254.5;10.49;6.52;1.01;1734;0.45;3867;Oshawa;Guildwood
S2;300;186.4;Ott-TO;412.34;417.44;256.22;259.39;4.97;3.09;1.02;1711;0.45;3867;Oshawa;Guildwood
S2;300;186.4;Ott-TO;418.36;421.8;259.96;262.09;3.42;2.13;1.2;1457;0.45;3867;Oshawa;Guildwood
S2;300;186.4;Ott-TO;425.11;425.16;264.15;264.18;0.05;0.03;0.72;2433;0.45;3867;Oshawa;Guildwood
S2;300;186.4;Ott-TO;425.74;428.11;264.54;266.02;2.31;1.44;3.08;567;0.45;3867;Guildwood;Toronto
S2;300;186.4;Ott-TO;428.6;435.93;266.32;270.87;7.28;4.52;1.0;1747;0.45;3867;Guildwood;Toronto
S2;300;186.4;Ott-TO;437.35;437.63;271.76;271.93;0.28;0.17;0.47;3688;0.45;3867;Guildwood;Toronto
S2;300;186.4;Ott-TO;437.89;445.92;272.09;277.08;7.91;4.92;2.68;651;0.45;3867;Guildwood;Toronto
S2;300;186.4;MTL-TO;0.0;5.68;0.0;3.53;5.61;3.49;4.63;377;0.45;3867;Montréal;Dorval
S2;300;186.4;MTL-TO;7.96;8.61;4.95;5.35;0.65;0.4;0.5;3485;0.45;3867;Montréal;Dorval
S2;300;186.4;MTL-TO;8.84;8.87;5.49;5.51;0.03;0.02;0.56;3109;0.45;3867;Montréal;Dorval
S2;300;186.4;MTL-TO;9.62;11.14;5.98;6.92;1.49;0.93;1.06;1655;0.45;3867;Montréal;Dorval
S2;300;186.4;MTL-TO;11.73;13.46;7.29;8.36;1.72;1.07;0.77;2268;0.45;3867;Montréal;Dorval
S2;300;186.4;MTL-TO;14.45;17.8;8.98;11.06;3.29;2.04;1.72;1013;0.45;3867;Montréal;Dorval
S2;300;186.4;MTL-TO;21.69;22.96;13.48;14.27;1.27;0.79;0.5;3463;0.45;3867;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S2;300;186.4;MTL-TO;30.84;31.47;19.16;19.55;0.63;0.39;0.49;3544;0.45;3867;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S2;300;186.4;MTL-TO;34.79;36.28;21.62;22.54;1.46;0.91;3.11;562;0.45;3867;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S2;300;186.4;MTL-TO;36.74;41.66;22.83;25.89;4.88;3.03;0.95;1842;0.45;3867;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S2;300;186.4;MTL-TO;43.31;43.61;26.91;27.1;0.29;0.18;0.96;1819;0.45;3867;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S2;300;186.4;MTL-TO;56.7;57.15;35.23;35.51;0.45;0.28;0.47;3711;0.45;3867;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S2;300;186.4;MTL-TO;57.98;59.79;36.03;37.15;1.78;1.11;0.96;1820;0.45;3867;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S2;300;186.4;MTL-TO;61.08;61.74;37.95;38.36;0.65;0.4;0.65;2675;0.45;3867;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S2;300;186.4;MTL-TO;87.92;87.95;54.63;54.65;0.03;0.02;0.66;2658;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;96.76;108.67;60.12;67.52;11.78;7.32;1.53;1143;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;122.85;133.81;76.34;83.15;10.87;6.75;1.0;1753;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;138.73;139.15;86.2;86.46;0.42;0.26;0.51;3458;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;163.41;166.57;101.54;103.5;3.15;1.96;0.57;3054;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;170.14;170.6;105.72;106.01;0.46;0.29;0.5;3510;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;171.08;171.86;106.3;106.79;0.78;0.48;0.53;3285;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;173.68;174.2;107.92;108.24;0.52;0.32;0.48;3624;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;175.7;177.68;109.17;110.41;1.98;1.23;0.46;3828;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;177.79;183.97;110.47;114.31;6.1;3.79;1.02;1718;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;186.62;186.65;115.96;115.98;0.03;0.02;0.46;3783;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;187.72;190.73;116.64;118.51;3.01;1.87;0.45;3858;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;190.83;192.4;118.58;119.55;1.57;0.98;0.46;3756;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;196.45;197.56;122.07;122.76;1.11;0.69;0.5;3472;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;198.58;199.54;123.39;123.99;0.96;0.6;0.51;3458;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;200.96;204.36;124.87;126.98;3.37;2.09;1.46;1198;0.45;3867;Coteau;Brockville
S2;300;186.4;MTL-TO;205.12;213.42;127.46;132.61;8.2;5.1;1.97;885;0.45;3867;Brockville;Gananoque
S2;300;186.4;MTL-TO;213.89;220.66;132.91;137.11;6.71;4.17;2.22;785;0.45;3867;Brockville;Gananoque
S2;300;186.4;MTL-TO;226.44;231.36;140.7;143.76;4.88;3.03;3.37;518;0.45;3867;Brockville;Gananoque
S2;300;186.4;MTL-TO;231.67;232.62;143.95;144.54;0.93;0.58;2.36;739;0.45;3867;Brockville;Gananoque
S2;300;186.4;MTL-TO;232.95;233.54;144.75;145.12;0.59;0.37;0.94;1850;0.45;3867;Brockville;Gananoque
S2;300;186.4;MTL-TO;239.65;240.15;148.91;149.22;0.5;0.31;0.49;3546;0.45;3867;Brockville;Gananoque
S2;300;186.4;MTL-TO;244.34;253.07;151.83;157.25;8.65;5.37;2.11;829;0.45;3867;Brockville;Kingston
S2;300;186.4;MTL-TO;254.16;255.29;157.93;158.63;1.11;0.69;1.06;1643;0.45;3867;Gananoque;Kingston
S2;300;186.4;MTL-TO;258.74;299.58;160.77;186.15;40.32;25.05;4.57;382;0.45;3867;Gananoque;Napanee
S2;300;186.4;MTL-TO;302.7;303.17;188.09;188.38;0.47;0.29;0.51;3413;0.45;3867;Kingston;Napanee
S2;300;186.4;MTL-TO;305.35;322.79;189.74;200.57;17.29;10.74;2.01;867;0.45;3867;Kingston;Napanee
S2;300;186.4;MTL-TO;325.51;325.9;202.26;202.5;0.37;0.23;0.77;2260;0.45;3867;Napanee;Belleville
S2;300;186.4;MTL-TO;328.33;331.2;204.01;205.8;2.86;1.78;0.83;2092;0.45;3867;Napanee;Belleville
S2;300;186.4;MTL-TO;332.23;349.24;206.44;217.01;16.92;10.51;1.06;1648;0.45;3867;Napanee;Belleville
S2;300;186.4;MTL-TO;370.75;378.77;230.37;235.36;7.95;4.94;0.95;1845;0.45;3867;Belleville;Cobourg
S2;300;186.4;MTL-TO;379.0;379.03;235.5;235.52;0.03;0.02;0.54;3222;0.45;3867;Trenton Junction;Cobourg
S2;300;186.4;MTL-TO;386.94;387.44;240.43;240.74;0.5;0.31;0.49;3580;0.45;3867;Trenton Junction;Cobourg
S2;300;186.4;MTL-TO;388.28;398.99;241.27;247.92;10.7;6.65;0.82;2135;0.45;3867;Trenton Junction;Cobourg
S2;300;186.4;MTL-TO;402.94;403.36;250.38;250.64;0.42;0.26;0.48;3659;0.45;3867;Trenton Junction;Cobourg
S2;300;186.4;MTL-TO;424.68;433.44;263.88;269.33;8.67;5.39;2.64;661;0.45;3867;Trenton Junction;Port Hope
S2;300;186.4;MTL-TO;434.97;439.51;270.28;273.1;4.5;2.8;4.29;407;0.45;3867;Cobourg;Oshawa
S2;300;186.4;MTL-TO;443.4;452.25;275.52;281.02;8.79;5.46;0.91;1925;0.45;3867;Port Hope;Oshawa
S2;300;186.4;MTL-TO;456.43;463.55;283.61;288.04;7.04;4.37;1.01;1736;0.45;3867;Port Hope;Oshawa
S2;300;186.4;MTL-TO;465.93;468.81;289.52;291.31;2.83;1.76;1.18;1480;0.45;3867;Port Hope;Oshawa
S2;300;186.4;MTL-TO;469.45;484.21;291.7;300.87;14.5;9.01;1.69;1035;0.45;3867;Port Hope;Oshawa
S2;300;186.4;MTL-TO;487.0;487.44;302.61;302.88;0.44;0.27;0.47;3698;0.45;3867;Port Hope;Oshawa
S2;300;186.4;MTL-TO;488.69;488.74;303.66;303.69;0.05;0.03;0.76;2299;0.45;3867;Port Hope;Oshawa
S2;300;186.4;MTL-TO;489.36;492.42;304.07;305.98;3.01;1.87;1.0;1738;0.45;3867;Oshawa;Guildwood
S2;300;186.4;MTL-TO;493.21;503.75;306.47;313.02;10.49;6.52;1.01;1733;0.45;3867;Oshawa;Guildwood
S2;300;186.4;MTL-TO;507.06;511.61;315.07;317.9;4.47;2.78;1.02;1711;0.45;3867;Oshawa;Guildwood
S2;300;186.4;MTL-TO;512.53;515.99;318.47;320.62;3.44;2.14;1.09;1596;0.45;3867;Oshawa;Guildwood
S2;300;186.4;MTL-TO;519.9;522.27;323.05;324.52;2.31;1.44;2.56;681;0.45;3867;Guildwood;Toronto
S2;300;186.4;MTL-TO;522.77;530.09;324.83;329.38;7.27;4.52;1.0;1747;0.45;3867;Guildwood;Toronto
S2;300;186.4;MTL-TO;531.52;531.79;330.27;330.44;0.27;0.17;0.47;3684;0.45;3867;Guildwood;Toronto
S2;300;186.4;MTL-TO;532.05;540.08;330.6;335.59;7.91;4.92;2.32;753;0.45;3867;Guildwood;Toronto
S3;160;99.4;MTL-QC;0.0;2.91;0.0;1.81;2.89;1.8;5.41;323;2.26;773;Montréal;Saint-Lambert
S3;160;99.4;MTL-QC;29.81;31.22;18.52;19.4;1.4;0.87;3.5;499;2.26;773;Saint-Lambert;Saint-Hyacinthe
S3;160;99.4;MTL-QC;149.93;151.97;93.16;94.43;2.03;1.26;3.38;516;2.26;773;Drummondville;Charny
S3;160;99.4;MTL-QC;169.25;170.86;105.17;106.17;1.6;0.99;2.72;641;2.26;773;Drummondville;Charny
S3;160;99.4;MTL-QC;245.52;246.84;152.56;153.38;1.31;0.81;3.88;450;2.26;773;Drummondville;Sainte-Foy
S3;160;99.4;MTL-QC;249.18;251.47;154.83;156.26;2.28;1.42;4.55;384;2.26;773;Charny;Sainte-Foy
S3;160;99.4;MTL-QC;253.31;255.6;157.4;158.82;2.27;1.41;5.6;312;2.26;773;Sainte-Foy;Québec
S3;160;99.4;MTL-QC;255.89;255.92;159.0;159.02;0.03;0.02;2.79;627;2.26;773;Sainte-Foy;Québec
S3;160;99.4;MTL-QC;256.56;256.88;159.42;159.62;0.32;0.2;4.8;364;2.26;773;Sainte-Foy;Québec
S3;160;99.4;MTL-QC;259.29;259.57;161.12;161.29;0.28;0.17;4.16;420;2.26;773;Sainte-Foy;Québec
S3;160;99.4;MTL-QC;260.9;262.76;162.12;163.27;1.84;1.14;3.2;546;2.26;773;Sainte-Foy;Québec
S3;160;99.4;MTL-QC;267.23;269.32;166.05;167.35;2.08;1.29;4.56;383;2.26;773;Sainte-Foy;Québec
S3;160;99.4;MTL-Ott;0.0;5.68;0.0;3.53;5.61;3.49;4.63;377;2.26;773;Montréal;Dorval
S3;160;99.4;MTL-Ott;35.13;35.17;21.83;21.85;0.04;0.02;3.42;511;2.26;773;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;160;99.4;MTL-Ott;61.78;63.79;38.39;39.64;2.0;1.24;3.28;532;2.26;773;Aéroport Montréal Pierre-Elliott Trudeau;Alexandria
S3;160;99.4;MTL-Ott;84.14;84.2;52.28;52.32;0.06;0.04;3.09;566;2.26;773;Coteau;Alexandria
S3;160;99.4;MTL-Ott;102.69;103.29;63.81;64.18;0.59;0.37;2.96;590;2.26;773;Alexandria;Casselman
S3;160;99.4;MTL-Ott;110.16;110.75;68.45;68.82;0.58;0.36;3.2;545;2.26;773;Alexandria;Casselman
S3;160;99.4;MTL-Ott;179.94;180.28;111.81;112.02;0.34;0.21;2.26;772;2.26;773;Casselman;Ottawa
S3;160;99.4;MTL-Ott;182.29;183.22;113.27;113.85;0.93;0.58;2.5;700;2.26;773;Casselman;Ottawa
S3;160;99.4;Ott-TO;0.0;1.15;0.0;0.71;1.14;0.71;4.37;400;2.26;773;Ottawa;Smiths Falls
S3;160;99.4;Ott-TO;8.79;9.28;5.46;5.77;0.48;0.3;2.66;657;2.26;773;Ottawa;Smiths Falls
S3;160;99.4;Ott-TO;64.68;68.01;40.19;42.26;3.26;2.03;4.61;379;2.26;773;Smiths Falls;Brockville
S3;160;99.4;Ott-TO;109.31;110.92;67.92;68.92;1.58;0.98;4.43;394;2.26;773;Smiths Falls;Brockville
S3;160;99.4;Ott-TO;120.57;120.62;74.92;74.95;0.05;0.03;2.4;727;2.26;773;Brockville;Gananoque
S3;160;99.4;Ott-TO;136.17;136.59;84.61;84.87;0.41;0.25;3.18;550;2.26;773;Brockville;Gananoque
S3;160;99.4;Ott-TO;184.41;185.19;114.59;115.07;0.78;0.48;4.54;385;2.26;773;Gananoque;Kingston
S3;160;99.4;Ott-TO;186.11;187.59;115.64;116.56;1.48;0.92;2.47;706;2.26;773;Gananoque;Kingston
S3;160;99.4;Ott-TO;200.09;201.6;124.33;125.27;1.51;0.94;2.5;700;2.26;773;Kingston;Napanee
S3;160;99.4;Ott-TO;226.79;226.83;140.92;140.95;0.04;0.02;3.06;570;2.26;773;Kingston;Napanee
S3;160;99.4;Ott-TO;335.94;336.65;208.74;209.18;0.71;0.44;2.63;663;2.26;773;Cobourg;Port Hope
S3;160;99.4;Ott-TO;341.85;344.27;212.42;213.92;2.42;1.5;4.3;406;2.26;773;Cobourg;Port Hope
S3;160;99.4;Ott-TO;344.61;345.34;214.13;214.58;0.73;0.45;2.34;745;2.26;773;Port Hope;Oshawa
S3;160;99.4;Ott-TO;426.6;426.77;265.08;265.18;0.17;0.11;2.74;637;2.26;773;Guildwood;Toronto
S3;160;99.4;Ott-TO;427.1;427.41;265.39;265.58;0.31;0.19;3.08;567;2.26;773;Guildwood;Toronto
S3;160;99.4;Ott-TO;442.39;443.65;274.89;275.67;1.26;0.78;2.68;651;2.26;773;Guildwood;Toronto
S3;160;99.4;MTL-TO;0.0;5.68;0.0;3.53;5.61;3.49;4.63;377;2.26;773;Montréal;Dorval
S3;160;99.4;MTL-TO;35.12;35.16;21.82;21.85;0.04;0.02;3.11;562;2.26;773;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;160;99.4;MTL-TO;230.33;230.74;143.12;143.38;0.4;0.25;3.37;518;2.26;773;Brockville;Gananoque
S3;160;99.4;MTL-TO;231.67;231.98;143.95;144.15;0.31;0.19;2.36;739;2.26;773;Brockville;Gananoque
S3;160;99.4;MTL-TO;278.57;279.35;173.1;173.58;0.78;0.48;4.57;382;2.26;773;Gananoque;Kingston
S3;160;99.4;MTL-TO;280.27;281.78;174.15;175.09;1.51;0.94;4.12;424;2.26;773;Gananoque;Kingston
S3;160;99.4;MTL-TO;287.18;287.23;178.45;178.48;0.05;0.03;2.28;767;2.26;773;Kingston;Napanee
S3;160;99.4;MTL-TO;288.3;288.59;179.14;179.32;0.29;0.18;2.35;742;2.26;773;Kingston;Napanee
S3;160;99.4;MTL-TO;297.85;297.9;185.08;185.11;0.05;0.03;2.3;760;2.26;773;Kingston;Napanee
S3;160;99.4;MTL-TO;430.11;430.82;267.26;267.7;0.71;0.44;2.64;661;2.26;773;Cobourg;Port Hope
S3;160;99.4;MTL-TO;436.02;438.44;270.93;272.43;2.42;1.5;4.29;407;2.26;773;Cobourg;Port Hope
S3;160;99.4;MTL-TO;438.78;439.51;272.65;273.1;0.73;0.45;2.34;745;2.26;773;Port Hope;Oshawa
S3;160;99.4;MTL-TO;521.26;521.57;323.9;324.09;0.31;0.19;2.56;681;2.26;773;Guildwood;Toronto
S3;160;99.4;MTL-TO;536.26;537.36;333.22;333.9;1.1;0.68;2.32;753;2.26;773;Guildwood;Toronto
S3;200;124.3;MTL-QC;0.0;2.91;0.0;1.81;2.89;1.8;5.41;323;1.45;1208;Montréal;Saint-Lambert
S3;200;124.3;MTL-QC;29.81;31.22;18.52;19.4;1.4;0.87;3.5;499;1.45;1208;Saint-Lambert;Saint-Hyacinthe
S3;200;124.3;MTL-QC;32.51;34.62;20.2;21.51;2.1;1.3;1.94;901;1.45;1208;Saint-Lambert;Saint-Hyacinthe
S3;200;124.3;MTL-QC;54.35;56.74;33.77;35.26;2.39;1.49;1.75;1000;1.45;1208;Saint-Hyacinthe;Drummondville
S3;200;124.3;MTL-QC;61.71;62.08;38.34;38.57;0.37;0.23;1.47;1189;1.45;1208;Saint-Hyacinthe;Drummondville
S3;200;124.3;MTL-QC;68.87;69.44;42.79;43.15;0.57;0.35;1.54;1135;1.45;1208;Saint-Hyacinthe;Drummondville
S3;200;124.3;MTL-QC;99.75;100.27;61.98;62.3;0.52;0.32;1.46;1195;1.45;1208;Saint-Hyacinthe;Drummondville
S3;200;124.3;MTL-QC;100.3;101.25;62.32;62.91;0.95;0.59;1.51;1157;1.45;1208;Drummondville;Charny
S3;200;124.3;MTL-QC;102.27;102.91;63.55;63.95;0.63;0.39;2.19;799;1.45;1208;Drummondville;Charny
S3;200;124.3;MTL-QC;110.88;112.19;68.9;69.71;1.3;0.81;2.06;848;1.45;1208;Drummondville;Charny
S3;200;124.3;MTL-QC;116.22;126.23;72.22;78.44;9.96;6.19;1.9;920;1.45;1208;Drummondville;Charny
S3;200;124.3;MTL-QC;149.93;151.97;93.16;94.43;2.03;1.26;3.38;516;1.45;1208;Drummondville;Charny
S3;200;124.3;MTL-QC;158.2;161.52;98.3;100.36;3.31;2.06;2.23;782;1.45;1208;Drummondville;Charny
S3;200;124.3;MTL-QC;169.25;193.15;105.17;120.02;23.85;14.82;2.72;641;1.45;1208;Drummondville;Charny
S3;200;124.3;MTL-QC;201.75;211.68;125.36;131.53;9.92;6.16;1.84;951;1.45;1208;Drummondville;Charny
S3;200;124.3;MTL-QC;245.52;246.84;152.56;153.38;1.31;0.81;3.88;450;1.45;1208;Drummondville;Sainte-Foy
S3;200;124.3;MTL-QC;249.18;251.47;154.83;156.26;2.28;1.42;4.55;384;1.45;1208;Charny;Sainte-Foy
S3;200;124.3;MTL-QC;253.31;255.6;157.4;158.82;2.27;1.41;5.6;312;1.45;1208;Sainte-Foy;Québec
S3;200;124.3;MTL-QC;255.89;258.35;159.0;160.53;2.4;1.49;4.8;364;1.45;1208;Sainte-Foy;Québec
S3;200;124.3;MTL-QC;259.29;260.87;161.12;162.1;1.55;0.96;4.16;420;1.45;1208;Sainte-Foy;Québec
S3;200;124.3;MTL-QC;260.9;262.76;162.12;163.27;1.84;1.14;3.2;546;1.45;1208;Sainte-Foy;Québec
S3;200;124.3;MTL-QC;267.23;269.32;166.05;167.35;2.08;1.29;4.56;383;1.45;1208;Sainte-Foy;Québec
S3;200;124.3;MTL-Ott;0.0;5.68;0.0;3.53;5.61;3.49;4.63;377;1.45;1208;Montréal;Dorval
S3;200;124.3;MTL-Ott;14.45;14.95;8.98;9.29;0.5;0.31;1.73;1012;1.45;1208;Montréal;Dorval
S3;200;124.3;MTL-Ott;34.8;36.29;21.62;22.55;1.46;0.91;3.42;511;1.45;1208;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;200;124.3;MTL-Ott;61.78;63.79;38.39;39.64;2.0;1.24;3.28;532;1.45;1208;Aéroport Montréal Pierre-Elliott Trudeau;Alexandria
S3;200;124.3;MTL-Ott;83.64;85.57;51.97;53.17;1.9;1.18;3.09;566;1.45;1208;Coteau;Alexandria
S3;200;124.3;MTL-Ott;87.16;98.63;54.16;61.29;11.46;7.12;1.76;994;1.45;1208;Coteau;Alexandria
S3;200;124.3;MTL-Ott;99.84;106.15;62.04;65.96;6.26;3.89;2.96;590;1.45;1208;Alexandria;Casselman
S3;200;124.3;MTL-Ott;109.07;111.76;67.77;69.44;2.65;1.65;3.2;545;1.45;1208;Alexandria;Casselman
S3;200;124.3;MTL-Ott;112.96;115.69;70.19;71.89;2.72;1.69;1.84;949;1.45;1208;Alexandria;Casselman
S3;200;124.3;MTL-Ott;117.27;121.15;72.87;75.28;3.88;2.41;1.51;1158;1.45;1208;Alexandria;Casselman
S3;200;124.3;MTL-Ott;121.4;127.33;75.43;79.12;5.92;3.68;1.88;929;1.45;1208;Alexandria;Casselman
S3;200;124.3;MTL-Ott;139.16;140.6;86.47;87.36;1.44;0.89;1.64;1062;1.45;1208;Casselman;Ottawa
S3;200;124.3;MTL-Ott;178.85;183.22;111.13;113.85;4.33;2.69;2.5;700;1.45;1208;Casselman;Ottawa
S3;200;124.3;Ott-TO;0.0;1.15;0.0;0.71;1.14;0.71;4.37;400;1.45;1208;Ottawa;Smiths Falls
S3;200;124.3;Ott-TO;2.38;3.0;1.48;1.86;0.62;0.39;2.21;792;1.45;1208;Ottawa;Smiths Falls
S3;200;124.3;Ott-TO;8.25;10.03;5.13;6.23;1.74;1.08;2.66;657;1.45;1208;Ottawa;Smiths Falls
S3;200;124.3;Ott-TO;22.47;22.88;13.96;14.22;0.41;0.25;1.49;1175;1.45;1208;Ottawa;Smiths Falls
S3;200;124.3;Ott-TO;64.68;68.01;40.19;42.26;3.26;2.03;4.61;379;1.45;1208;Smiths Falls;Brockville
S3;200;124.3;Ott-TO;94.55;95.06;58.75;59.07;0.51;0.32;1.77;985;1.45;1208;Smiths Falls;Brockville
S3;200;124.3;Ott-TO;109.31;110.92;67.92;68.92;1.58;0.98;4.43;394;1.45;1208;Smiths Falls;Brockville
S3;200;124.3;Ott-TO;114.1;114.29;70.9;71.02;0.19;0.12;2.17;806;1.45;1208;Brockville;Gananoque
S3;200;124.3;Ott-TO;120.11;120.62;74.63;74.95;0.5;0.31;2.4;727;1.45;1208;Brockville;Gananoque
S3;200;124.3;Ott-TO;136.17;136.59;84.61;84.87;0.41;0.25;3.18;550;1.45;1208;Brockville;Gananoque
S3;200;124.3;Ott-TO;137.51;137.83;85.44;85.64;0.32;0.2;1.51;1153;1.45;1208;Brockville;Gananoque
S3;200;124.3;Ott-TO;156.9;157.2;97.49;97.68;0.3;0.19;1.45;1205;1.45;1208;Gananoque;Kingston
S3;200;124.3;Ott-TO;183.98;184.28;114.32;114.51;0.3;0.19;1.69;1031;1.45;1208;Gananoque;Kingston
S3;200;124.3;Ott-TO;184.41;187.68;114.59;116.62;3.23;2.01;4.54;385;1.45;1208;Gananoque;Kingston
S3;200;124.3;Ott-TO;188.14;190.29;116.9;118.24;2.14;1.33;1.77;987;1.45;1208;Gananoque;Kingston
S3;200;124.3;Ott-TO;192.54;193.06;119.64;119.96;0.52;0.32;1.47;1186;1.45;1208;Kingston;Napanee
S3;200;124.3;Ott-TO;194.14;194.47;120.63;120.84;0.32;0.2;1.64;1062;1.45;1208;Kingston;Napanee
S3;200;124.3;Ott-TO;200.09;201.67;124.33;125.31;1.57;0.98;2.5;700;1.45;1208;Kingston;Napanee
S3;200;124.3;Ott-TO;202.09;202.39;125.57;125.76;0.3;0.19;2.16;808;1.45;1208;Kingston;Napanee
S3;200;124.3;Ott-TO;226.5;228.65;140.74;142.08;2.12;1.32;3.06;570;1.45;1208;Kingston;Belleville
S3;200;124.3;Ott-TO;335.02;336.65;208.17;209.18;1.62;1.01;2.63;663;1.45;1208;Cobourg;Port Hope
S3;200;124.3;Ott-TO;341.85;345.34;212.42;214.58;3.46;2.15;4.3;406;1.45;1208;Cobourg;Oshawa
S3;200;124.3;Ott-TO;376.95;377.15;234.23;234.35;0.2;0.12;1.49;1171;1.45;1208;Port Hope;Oshawa
S3;200;124.3;Ott-TO;388.02;388.06;241.1;241.13;0.04;0.02;1.7;1028;1.45;1208;Port Hope;Oshawa
S3;200;124.3;Ott-TO;426.08;428.11;264.75;266.02;1.99;1.24;3.08;567;1.45;1208;Guildwood;Toronto
S3;200;124.3;Ott-TO;442.1;443.65;274.71;275.67;1.54;0.96;2.68;651;1.45;1208;Guildwood;Toronto
S3;200;124.3;MTL-TO;0.0;5.68;0.0;3.53;5.61;3.49;4.63;377;1.45;1208;Montréal;Dorval
S3;200;124.3;MTL-TO;14.45;14.95;8.98;9.29;0.5;0.31;1.72;1013;1.45;1208;Montréal;Dorval
S3;200;124.3;MTL-TO;34.79;36.28;21.62;22.54;1.46;0.91;3.11;562;1.45;1208;Aéroport Montréal Pierre-Elliott Trudeau;Coteau
S3;200;124.3;MTL-TO;103.34;103.65;64.21;64.41;0.31;0.19;1.53;1143;1.45;1208;Coteau;Brockville
S3;200;124.3;MTL-TO;202.4;202.73;125.77;125.97;0.33;0.21;1.46;1198;1.45;1208;Coteau;Brockville
S3;200;124.3;MTL-TO;208.26;208.45;129.41;129.52;0.19;0.12;1.97;885;1.45;1208;Brockville;Gananoque
S3;200;124.3;MTL-TO;214.27;214.78;133.14;133.46;0.5;0.31;2.22;785;1.45;1208;Brockville;Gananoque
S3;200;124.3;MTL-TO;230.33;230.74;143.12;143.38;0.4;0.25;3.37;518;1.45;1208;Brockville;Gananoque
S3;200;124.3;MTL-TO;231.67;231.98;143.95;144.15;0.31;0.19;2.36;739;1.45;1208;Brockville;Gananoque
S3;200;124.3;MTL-TO;251.06;251.85;156.0;156.49;0.77;0.48;2.11;829;1.45;1208;Gananoque;Kingston
S3;200;124.3;MTL-TO;278.14;278.44;172.83;173.01;0.3;0.19;1.86;940;1.45;1208;Gananoque;Kingston
S3;200;124.3;MTL-TO;278.57;281.78;173.1;175.09;3.18;1.98;4.57;382;1.45;1208;Gananoque;Kingston
S3;200;124.3;MTL-TO;282.3;284.45;175.41;176.75;2.14;1.33;1.77;987;1.45;1208;Gananoque;Kingston
S3;200;124.3;MTL-TO;286.69;287.23;178.14;178.48;0.53;0.33;2.28;767;1.45;1208;Kingston;Napanee
S3;200;124.3;MTL-TO;288.3;288.59;179.14;179.32;0.29;0.18;2.35;742;1.45;1208;Kingston;Napanee
S3;200;124.3;MTL-TO;294.25;295.83;182.84;183.82;1.57;0.98;2.01;868;1.45;1208;Kingston;Napanee
S3;200;124.3;MTL-TO;296.24;296.57;184.08;184.28;0.32;0.2;2.25;776;1.45;1208;Kingston;Napanee
S3;200;124.3;MTL-TO;296.86;297.9;184.46;185.11;1.03;0.64;2.3;760;1.45;1208;Kingston;Napanee
S3;200;124.3;MTL-TO;320.64;322.79;199.24;200.57;2.13;1.32;2.01;867;1.45;1208;Kingston;Napanee
S3;200;124.3;MTL-TO;429.19;430.82;266.69;267.7;1.62;1.01;2.64;661;1.45;1208;Cobourg;Port Hope
S3;200;124.3;MTL-TO;436.02;439.51;270.93;273.1;3.46;2.15;4.29;407;1.45;1208;Cobourg;Oshawa
S3;200;124.3;MTL-TO;471.12;471.32;292.74;292.86;0.2;0.12;1.49;1171;1.45;1208;Port Hope;Oshawa
S3;200;124.3;MTL-TO;482.19;482.23;299.62;299.64;0.04;0.02;1.69;1035;1.45;1208;Port Hope;Oshawa
S3;200;124.3;MTL-TO;520.82;522.27;323.62;324.52;1.43;0.89;2.56;681;1.45;1208;Guildwood;Toronto
S3;200;124.3;MTL-TO;536.26;537.36;333.22;333.9;1.1;0.68;2.32;753;1.45;1208;Guildwood;Toronto
S3;250;155.3;MTL-QC;0.0;2.91;0.0;1.81;2.89;1.8;5.41;323;0.93;1887;Montréal;Saint-Lambert
