tc_number;troncon_principal;km_segment;subdivision;mille;localisation;acces;juridiction;autorite_routiere;protection;trains_jour;vehicules_jour;voies_route;urbain;vmax_S1_kmh;vmax_S2_kmh;vmax_S3_kmh;bande_S1;bande_S2;bande_S3;intervention;dist_trace_m
7977;MTL-TO;173.68;Kingston - CN;106.43;Blair Rd;Public;F;Edwardsburgh/Cardinal (ON);Active - FLBG;40;50;2;N;230.7;290.4;346.5;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);3.9
232;MTL-Ott;151.27;Alexandria - VIA;55.15;Rue Des Pins (Rd 200);Public;F;The Nation / La Nation (ON);Active - FLBG;14;325;2;N;360.0;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);3.9
8008;MTL-TO;236.01;Kingston - CN;146.7;Prince St (Cnty 3);Public;F;Leeds & Grenville (Ontario);Active - FLBG;40;3500;2;Y;239.6;301.7;359.8;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);3.9
45936;MTL-Ott;128.46;Alexandria - VIA;42.2;-;Private;F;Private Road Authority #1;Passive;13;2;1;N;250.4;315.3;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.0
14513;Ott-TO;23.4;Smiths Falls;9.73;Cambrian Rd;Public;F;Ottawa (ON);Active - FLBG;12;400;2;Y;198.7;250.2;298.5;178-201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);4.0
45726;MTL-TO;259.23;Kingston - CN;160.89;Farm Xng;Private;F;Private Road Authority #1;Passive;-;-;1;N;217.3;273.6;326.4;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.0
8007;MTL-TO;234.59;Kingston - CN;144.23;Blue Mountain Rd;Public;F;Leeds and the 1000 Isl. (ON);Active - FLBG;40;150;2;N;302.2;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.0
8198;MTL-TO;436.02;Kingston - CN;270.05;Hope St South;Public;F;Port Hope (ON);Active - FLBG;40;450;2;Y;77.3;97.4;116.1;≤153;≤153;≤153;complexe (urbain / multi-voies / autorité provinciale);4.0
216;MTL-Ott;126.54;Alexandria - VIA;39.99;McNeil Rd;Public;F;North Stormont (ON);Active - FLBG;14;573;2;N;116.8;147.1;175.4;≤153;≤153;154-177;standard (municipal, ≤2 voies, non urbain);4.0
13953;MTL-QC;32.51;St-Hyacinthe;53.55;Rue Ste-Anne;Public;F;Mont-Saint-Hilaire (QC);Active - FLBG;55;5010;2;Y;127.3;160.3;191.3;≤153;154-177;178-201;complexe (urbain / multi-voies / autorité provinciale);4.1
46169;MTL-TO;289.69;Kingston - CN;179.0;Private;Private;F;Private Road Authority #1;Passive;40;10;2;N;154.4;194.4;231.9;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.1
19653;Ott-TO;83.28;Brockville - VIA;13.9;Island Rd;Public;F;Elizabethtown-Kitley (ON);Active - FLBG;12;10;1;N;300.1;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.1
45655;MTL-TO;61.75;Kingston - CN;53.51;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;267.4;336.7;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.1
45664;MTL-TO;139.16;Kingston - CN;94.43;-;Private;F;Private Road Authority #1;Passive;40;10;1;N;300.7;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.1
140756;MTL-QC;80.87;Drummondville;109.63;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.1
13961;MTL-QC;20.19;St-Hyacinthe;59.36;Rue Robert;Public;F;Saint-Basile-le-Grand (QC);Active - FLBG;55;12720;2;Y;200.4;252.3;300.9;178-201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);4.1
140741;MTL-QC;80.87;Drummondville;105.52;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.2
8031;MTL-TO;270.28;Kingston - CN;168.22;John F. Scott;Public;F;Kingston (ON);Active - FLBG;40;600;2;N;156.8;197.5;235.6;154-177;178-201;>201;standard (municipal, ≤2 voies, non urbain);4.2
8054;MTL-TO;284.46;Kingston - CN;175.9;Counter St;Public;F;Kingston (ON);Active - FLBG;40;8400;2;Y;201.2;253.3;302.1;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);4.2
52495;MTL-Ott;63.8;Alexandria - VIA;3.38;Farm;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.2
140634;MTL-QC;201.75;Drummondville;34.8;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.6;160.7;191.6;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.2
45778;MTL-TO;358.95;Kingston - CN;227.33;Farm Xng;Private;F;Private Road Authority #1;Passive;40;2;1;N;250.9;315.9;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.2
52499;MTL-Ott;63.8;Alexandria - VIA;4.74;Farm;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.2
140677;MTL-QC;140.14;Drummondville;70.35;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;239.8;302.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.3
140681;MTL-QC;140.14;Drummondville;70.8;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;239.8;302.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.3
45675;MTL-TO;175.7;Kingston - CN;108.25;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;237.1;298.5;356.1;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.3
13948;MTL-QC;36.3;St-Hyacinthe;48.37;Chemin St-Simon;Public;F;MTQ.;Active - FLBG;34;5130;2;Y;241.4;304.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);4.3
46776;MTL-QC;20.19;St-Hyacinthe;60.04;Boul Du Millénaire;Public;F;Saint-Basile-le-Grand (QC);Active - FLBG;55;10310;4;Y;200.4;252.3;300.9;178-201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);4.3
142584;MTL-QC;36.3;St-Hyacinthe;45.3;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.3
140691;MTL-QC;132.42;Drummondville;74.73;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.3
45733;Ott-TO;212.01;Kingston - CN;190.38;Farm;Private;F;Private Road Authority #1;Passive;40;2;1;N;159.3;200.5;239.2;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.3
4859;MTL-QC;69.45;Drummondville;113.82;Rang Ste-Helene;Public;F;Sainte-Hélène (QC);Active - FLBG;27;375;2;N;239.6;301.7;359.8;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.3
8332;MTL-TO;516.0;Kingston - GO;320.95;Galloway Rd;Public;P;Toronto (ON);Active - FLBG;103;3500;4;Y;307.0;360.0;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);4.3
249;MTL-Ott;160.68;Alexandria - VIA;67.98;Russell Rd 26;Public;F;Ottawa (ON);Active - FLBG;17.5;3800;2;N;306.1;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.3
140649;MTL-QC;175.01;Drummondville;43.51;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.3
45745;MTL-TO;328.33;Kingston - CN;203.1;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;199.6;251.3;299.7;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.3
140650;MTL-QC;175.01;Drummondville;44.45;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.3
45946;MTL-Ott;151.27;Alexandria - VIA;57.64;-;Private;F;Private Road Authority #1;Passive;14;2;1;N;360.0;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.3
193;MTL-Ott;63.8;Alexandria - VIA;6.17;Chemin De Beaujeu;Public;F;Saint-Polycarpe (QC);Active - FLBG;14;300;2;N;199.3;250.9;299.3;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.3
140684;MTL-QC;140.14;Drummondville;71.32;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;239.8;302.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.4
8160;Ott-TO;294.1;Kingston - CN;243.14;Huff Rd;Public;F;Brighton (ON);Active - FLBG;40;300;2;N;199.8;251.6;300.1;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.4
140747;MTL-QC;80.87;Drummondville;106.96;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.4
191;MTL-Ott;63.8;Alexandria - VIA;3.61;Route Cite Des Jeunes (340);Public;F;Saint-Polycarpe (QC);Active - FLBG;14;2375;2;N;199.3;250.9;299.3;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.4
778869;MTL-QC;58.44;Drummondville;122.89;-;Private;F;Private Road Authority #1;Passive;-;-;-;N;159.2;200.5;239.1;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.4
140739;MTL-QC;80.87;Drummondville;104.9;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.4
50255;MTL-TO;245.26;Kingston - CN;153.65;Farm Xng;Private;F;Private Road Authority #1;Passive;-;-;1;N;160.3;201.8;240.8;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.4
8012;MTL-TO;245.26;Kingston - CN;153.21;Hiscocks Rd (Cnty 34);Public;F;Leeds & Grenville (Ontario);Active - FLBG;40;600;2;N;160.3;201.8;240.8;154-177;>201;>201;standard (municipal, ≤2 voies, non urbain);4.4
4852;MTL-QC;90.53;Drummondville;103.68;Chemin Du 8E Rang;Public;F;Saint-Germain (QC);Active - FLBG;27;300;2;N;200.4;252.4;301.0;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.5
8063;MTL-TO;291.69;Kingston - CN;180.27;Collins Bay Rd;Public;F;Kingston (ON);Active - FLBG;40;6060;2;Y;153.1;192.7;229.9;154-177;178-201;>201;complexe (urbain / multi-voies / autorité provinciale);4.5
200725;MTL-QC;260.9;Bridge;9.7;Passage Pieton/Velo;Public;F;Québec (QC);Active - FLB;13;25;2;Y;100.1;126.0;150.3;≤153;≤153;≤153;complexe (urbain / multi-voies / autorité provinciale);4.5
140651;MTL-QC;175.01;Drummondville;45.31;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.5
8137;Ott-TO;264.76;Kingston - CN;226.97;Aikins Road;Public;F;Quinte West (ON);Active - FLBG;40;471;2;N;250.1;314.9;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.5
14505;Ott-TO;10.04;Smiths Falls;1.63;Merivale Rd;Public;F;Ottawa (ON);Active - FLBG;12;19554;3;Y;268.3;337.8;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);4.5
19647;Ott-TO;75.3;Brockville - VIA;6.03;Kilmarnock Rd;Public;F;Merrickville-Wolford (ON);Active - FLBG;12;500;2;N;304.1;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.5
300158;Ott-TO;121.27;Kingston - CN;133.81;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;199.3;250.9;299.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.5
140613;MTL-QC;242.96;Drummondville;9.9;Private;Private;F;Private Road Authority #1;Other;-;-;-;N;157.4;198.2;236.4;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.5
779146;MTL-Ott;107.73;Alexandria - VIA;27.94;Road allowance - Greenfield;Private;F;North Glengarry (ON);Other;-;49;2;N;199.9;251.8;300.3;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.5
252;MTL-Ott;160.68;Alexandria - VIA;70.44;Anderson Rd  27;Public;F;Ottawa (ON);Active - FLBG;14;2350;2;N;306.1;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.5
8229;Ott-TO;367.12;Kingston - CN;285.05;Riley Rd;Public;F;Clarington (ON);Active - FLBG;40;70;1;N;171.2;215.5;257.1;154-177;>201;>201;standard (municipal, ≤2 voies, non urbain);4.5
140697;MTL-QC;132.42;Drummondville;76.93;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.5
45782;MTL-TO;370.75;Kingston - CN;229.02;Farm Xng;Private;F;Private Road Authority #1;Passive;40;2;1;N;199.0;250.6;298.9;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.6
45798;MTL-TO;448.4;Kingston - CN;277.42;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;201.2;253.3;302.1;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.6
140758;MTL-QC;80.87;Drummondville;109.79;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;199.6;251.4;299.8;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.6
14517;Ott-TO;27.04;Smiths Falls;12.54;Ottawa St;Public;F;Ottawa (ON);Active - FLBG;12;2400;2;N;240.3;302.6;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.6
45790;Ott-TO;294.1;Kingston - CN;244.16;Farm;Private;F;Private Road Authority #1;Passive;40;2;1;N;199.8;251.6;300.1;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.6
140652;MTL-QC;175.01;Drummondville;45.5;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.6
52383;MTL-TO;325.91;Kingston - CN;202.1;Farm;Private;F;Private Road Authority #1;Active - FLB;-;-;-;N;301.6;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.6
45777;MTL-TO;349.25;Kingston - CN;218.61;-;Private;F;Private Road Authority #1;Other;40;2;1;N;300.9;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.7
300153;MTL-TO;215.43;Kingston - CN;134.35;-;Private;F;Private Road Authority #1;Passive;40;10;2;N;198.9;250.4;298.7;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.7
7995;MTL-TO;202.74;Kingston - CN;125.06;Ormond St;Public;F;Brockville (ON);Active - FLBG;40;4900;2;Y;133.2;167.7;200.1;≤153;154-177;178-201;complexe (urbain / multi-voies / autorité provinciale);4.7
7915;MTL-Ott;46.41;Kingston - CN;31.33;Rte St-Dominique;Public;F;Les Cèdres (QC);Active - FLBG;54;665;2;N;303.7;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.7
140692;MTL-QC;132.42;Drummondville;75.25;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.7
7922;MTL-TO;61.75;Kingston - CN;41.59;Chemin St-Thomas;Public;F;Saint-Zotique (QC);Active - FLBG;40;600;2;N;267.4;336.7;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.7
236;MTL-Ott;151.27;Alexandria - VIA;58.5;Russland Rd;Public;F;Ottawa (ON);Active - FLBG;14;1200;2;N;360.0;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.7
300179;MTL-TO;223.3;Kingston - CN;137.85;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;238.8;300.7;358.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.7
8193;MTL-TO;428.23;Kingston - CN;265.05;Burnham St;Public;F;Cobourg (ON);Active - FLBG;40;3600;2;N;159.0;200.1;238.7;154-177;178-201;>201;standard (municipal, ≤2 voies, non urbain);4.8
4864;MTL-QC;58.44;Drummondville;123.4;4 Ieme Rang;Public;F;Saint-Hyacinthe (QC);Active - FLBG;27;200;2;N;159.2;200.5;239.1;154-177;178-201;>201;standard (municipal, ≤2 voies, non urbain);4.8
140721;MTL-QC;121.0;Drummondville;85.23;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;118.9;149.7;178.5;≤153;≤153;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.8
8096;Ott-TO;249.37;Kingston - CN;213.45;Shannonville Rd (Twp Rd);Public;F;Tyendinaga (ON);Active - FLBG;40;1200;2;N;199.3;250.9;299.3;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.8
45665;MTL-TO;164.47;Kingston - CN;101.2;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;211.8;266.6;318.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.8
45789;MTL-TO;388.28;Kingston - CN;244.0;Farm;Private;F;Private Road Authority #1;Passive;40;2;1;N;193.6;243.7;290.7;178-201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.8
4863;MTL-QC;64.16;Drummondville;120.38;Rang St-Georges;Public;F;MTQ.;Active - FLBG;27;2500;2;N;166.9;210.2;250.7;154-177;>201;>201;complexe (urbain / multi-voies / autorité provinciale);4.8
45757;MTL-TO;335.83;Kingston - CN;210.16;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;211.6;266.5;317.9;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.8
14526;Ott-TO;48.97;Smiths Falls;27.67;Holbrook Rd;Public;F;Montague (ON);Active - FLBG;12;20;2;N;200.5;252.4;301.1;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);4.8
140699;MTL-QC;132.42;Drummondville;77.4;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.8
300170;Ott-TO;125.95;Kingston - CN;135.2;-;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;175.1;220.4;262.9;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.9
199;MTL-Ott;87.16;Alexandria - VIA;20.01;Massiedale Rd;Public;F;North Glengarry (ON);Active - FLBG;14;199;2;N;127.3;160.2;191.1;≤153;154-177;178-201;standard (municipal, ≤2 voies, non urbain);4.9
142596;MTL-QC;36.3;St-Hyacinthe;47.0;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;241.4;304.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.9
142607;MTL-QC;34.63;St-Hyacinthe;52.02;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;248.0;312.2;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.9
140653;MTL-QC;175.01;Drummondville;45.75;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;124.5;156.7;187.0;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.9
140637;MTL-QC;201.35;Drummondville;35.4;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;167.0;210.3;250.8;154-177;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.9
46658;Ott-TO;252.75;Kingston - CN;215.24;Farm Crossing;Private;F;Private Road Authority #1;Active - FLB;40;2;1;N;159.4;200.7;239.4;154-177;178-201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.9
778867;MTL-QC;69.45;Drummondville;115.75;-;Private;F;Private Road Authority #1;Passive;-;-;-;N;239.6;301.7;359.8;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.9
51405;MTL-TO;57.98;Kingston - CN;35.25;Ferme;Private;F;Private Road Authority #1;Passive;54;2;1;N;222.6;280.3;334.3;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.9
51506;MTL-QC;140.14;Drummondville;73.42;Ferme;Private;F;Private Road Authority #1;Passive;27;2;1;N;239.8;302.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);4.9
140628;MTL-QC;201.75;Drummondville;33.95;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;127.6;160.7;191.6;≤153;154-177;178-201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.0
245;MTL-Ott;160.68;Alexandria - VIA;64.9;Carlsbad Lane;Public;F;Ottawa (ON);Active - FLBG;14;216;2;N;306.1;360.0;360.0;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.0
19646;Ott-TO;72.97;Brockville - VIA;5.48;Jasper Rd - Cnty 17;Public;F;Leeds & Grenville (Ontario);Active - FLBG;24;2379;2;N;239.2;301.2;359.3;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.0
45663;MTL-TO;139.16;Kingston - CN;93.75;-;Private;F;Private Road Authority #1;Passive;40;2;1;N;300.7;360.0;360.0;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.0
7987;MTL-TO;192.49;Kingston - CN;119.05;Brockem Rd;Public;F;Augusta (ON);Active - FLBG;40;650;2;N;239.0;300.9;358.9;>201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.0
8030;Ott-TO;165.06;Kingston - CN;163.34;Joyceville Rd;Public;F;Kingston (ON);Active - FLBG;40;1000;2;N;194.0;244.3;291.4;178-201;>201;>201;standard (municipal, ≤2 voies, non urbain);5.0
14506;Ott-TO;10.04;Smiths Falls;3.28;Woodroffe Rd;Public;F;Ottawa (ON);Active - FLBG;30;20753;4;Y;268.3;337.8;360.0;>201;>201;>201;complexe (urbain / multi-voies / autorité provinciale);5.0
140704;MTL-QC;132.42;Drummondville;78.2;Private;Private;F;Private Road Authority #1;Passive;-;-;-;N;202.2;254.6;303.7;>201;>201;>201;fermeture (HYPOTHÈSE : alternative routière non vérifiée);5.0
